Name (click to view profile),Date,Likes,isHearted,isPinned,Comment,(view source)
Kta Ell,25/12/20 09:09:52,0,no,no,That portrait is extremely beautiful 😍,view comment
Mala Young,25/12/20 09:10:13,0,no,no,"He put the honey on her,Just let u guys know i would never let any other man to put honey on my babe...🥰",view comment
Mekdes Kassa,25/12/20 09:10:17,1,no,no,💖💖💖💖💖❤❤❤❤❤,view comment
silvia rodriguez,25/12/20 09:11:03,0,no,no,😲Mg.. It’s 🔥🔥,view comment
Alejandra Ponce,25/12/20 09:11:23,0,no,no,"wow this painting is so beautiful 😍😍 when alaia & elle were saying mkmmy, mommy! I started to tear up. this was a job well done 👏🏼👏🏼😭😍",view comment
vanessa cantu,25/12/20 09:12:58,0,no,no,that's unbelievably amazing ...,view comment
Mailyn Ocariza,25/12/20 09:14:54,0,no,no,Merry Merry Christmass Ace Familyyy🎄🎄🎄🎁🎁🎁,view comment
Kat Ochoa,25/12/20 09:15:28,0,no,no,austin do you have another baby on the way,view comment
Angelica Garza,25/12/20 09:15:42,0,no,no,I literally wanted to cry for Catherine 💕 that was so beautiful what you did for her and always do for her🤗,view comment
Shinning ASMR,25/12/20 09:16:56,0,no,no,10:21 ❤🥺 omg my heart it's melting 🥺❤,view comment
Rosio Alcantar,25/12/20 17:10:06,0,no,no,Alaia is just the cutest,view comment
Mailyn Ocariza,25/12/20 09:17:02,0,no,no,"I really admire Austine for always making Cathrine xtra speciall..as always ...ohhh its like my heart melts seing how a  husband treat   his wife  just to make her happy as always❤❤❤👍 
Keep it up Austine",view comment
Jasmin S.,25/12/20 09:17:12,34,no,no,12:14 „Okey give me ur mask“ and then he throws her on the floor hahahahahahahhaha😂😂,view comment
Brandi Boo,25/12/20 09:17:19,0,no,no,Merry Christmas 😩😩❤️❤️❤️❤️🎁🎁,view comment
JimmySoFunny,25/12/20 09:17:27,0,no,no,Another great video!!!! 🙌🏽🙌🏽😀😀😃😃😊😊🙂🙂,view comment
madison rodriguez,25/12/20 09:17:39,1,no,no,THIS SHIT MADE ME CRY 😭😭😭😍😍😍😍😍,view comment
JimmySoFunny,25/12/20 09:17:46,0,no,no,This painting was 🔥🔥🔥🔥🔥🔥🔥🔥🔥😀😀😀😀🙌🏽🙌🏽🙌🏽,view comment
JimmySoFunny,25/12/20 09:18:13,0,no,no,Hey ACE Family!!!!!!! 🗣🙂😊🙌🏽🙌🏽🙌🏽🙌🏽,view comment
Betül Cengiz,25/12/20 09:18:18,0,no,no,How young are your mothers?😳😍💪🏻,view comment
JimmySoFunny,25/12/20 09:18:42,0,no,no,God Bless You Guys!!!! 🙏🏽🙏🏽😊😊,view comment
The Oscar Rodriguez,25/12/20 09:19:34,0,no,no,So beautiful!!! I love the ACE family♥️♠️,view comment
Alexis Mercedez,25/12/20 09:20:17,1,no,no,Can I just say I’m so happy we got to see the painting and we didn’t have to wait,view comment
Sayari Das,25/12/20 09:20:51,0,no,no,This is the best video I think ❤️❤️❤️,view comment
Brandi Boo,25/12/20 09:22:31,0,no,no,I'm crying 😭😭😭😭😭,view comment
Sara P,25/12/20 09:22:49,0,no,no,I love alaias reaction 🥰🥰,view comment
Golden Sunshine,25/12/20 09:25:07,0,no,no,Austin's mummy is very gorgeous,view comment
Ana T,25/12/20 09:25:32,0,no,no,Such a pure gift ♥️!!  The best kind of gifts,view comment
Amelia Pillay,25/12/20 09:26:34,0,no,no,Omg the kids 🥺mummy 🙌🏼,view comment
Brianna Patino,25/12/20 09:27:17,0,no,no,This is gorgeous I’m speechless like it so fucken beautiful he really outdid himself,view comment
Nzano Ngullie,25/12/20 09:27:23,0,no,no,"Awwwww Alaia is so cute ❤️ 
This Masterpiece is wow 😍😍",view comment
Michelle Marín Avalos,25/12/20 09:27:29,0,no,no,So talented it’s so inspiring 😍❤️,view comment
Brandi Boo,25/12/20 09:27:39,0,no,no,Alaia: MOMMMYYYYY 😭😭😭😭😭,view comment
Miss Th.,25/12/20 09:27:51,4,no,no,"Alaia  is proud, happy, surprised and speechless to see how beautiful her mommy is🤗😍",view comment
Maanya Khatokar,25/12/20 09:27:57,0,no,no,This painting is so damn pretty! 🤩🤩🤩,view comment
nut Itsjustnut,25/12/20 09:28:52,0,no,no,her reaction was priceless❤️✨,view comment
Sahjie Dyer,25/12/20 09:29:06,1,no,no,This looks so real ☺️☺️looks wonderful ❤️❤️❤️❤️,view comment
Roberta D,25/12/20 09:30:37,1,no,no,"Now THIS is a gift! Yes I love cars and everything but THIS is unique!! Also, good job for supporting art!
As an artist myself - photographer - I can’t tell you how important it is to support art!

P.S. but wear mask with strangers!:P",view comment
Isa Bell,25/12/20 09:31:24,0,no,no,now their house looks like a museum👌🏻😂,view comment
ASHASTORM TV,25/12/20 09:31:43,2,no,no,"What theeeeee fuckkkkkk, that artist is a freakin overly talented creator.......it looked so realistic and 3d ish.......Amazingggggg gift Austin......",view comment
Irene SS Jordán,25/12/20 09:31:46,0,no,no,Wowwwww,view comment
Rahima Nadeem,25/12/20 09:31:55,0,no,no,😍😍😍,view comment
Brandi Boo,25/12/20 09:32:08,0,no,no,I can't stop crying 😂😭,view comment
Caren Rogers,25/12/20 09:32:21,0,no,no,First of all 'Merry christmas' to all the Ace family. Austin brother u really out did yourself on this one. The look on catherine face was speechless👍👍. God bless you man and the whole family.,view comment
Ali Lopez,25/12/20 09:32:47,0,no,no,lai lai's reaction OMG,view comment
Jamile Caraballo,25/12/20 09:34:20,0,no,no,Merry Christmas everyone,view comment
Wilmari Botha,25/12/20 09:34:21,0,no,no,The girls sure love their mommy 🥺,view comment
Aaliyah Malleck,25/12/20 09:36:36,18,no,no,"THAT IS HOLY SHIT ✨
THE BEST GIFT EVER 
IT IS FREAKING BEAUTIFUL 😭❤️",view comment
She's a Baddie,25/12/20 09:36:47,0,no,no,i would love to gift my future husband this also❤️❤️❤️❤️✨✨✨✨,view comment
Jamise Denari,25/12/20 09:37:54,0,no,no,You did this for you. Not her.,view comment
Ulysses Velasquez,25/12/20 09:38:21,1,no,no,We have to get them to 20Mil lol 😃😃,view comment
Janet Gagnon,25/12/20 09:41:07,0,no,no,"Ok, this takes the cake! Awesome!",view comment
Shanet Mae,25/12/20 09:41:34,2,no,no,They should put glass on that expensive painting im the one who is nervous that kids will accidentally touch it and ruin the painting.,view comment
Amy M.,26/12/20 05:10:14,0,no,no,"Same!  I kept tensing up when the girls kept getting closer.  Definitely needs protective glass.  I don't live there (obviously, lol) but I'm still stressed about the painting getting tiny little fingerprints while no one is looking. 🥺😲😖🤣",view comment
Neil Kandola,25/12/20 09:41:50,38,no,no,Man I am speechless looking at the painting. What an artist! 👏🏽,view comment
cliff derweduwen,25/12/20 09:42:02,2,no,no,"Nobody: 
Me: is that Jason Momoa??",view comment
Briana Amaton,25/12/20 09:42:04,0,no,no,When I say my jaw ✨dropped✨ 😩❤️,view comment
Raven Wahanui-katu,25/12/20 09:42:36,0,no,no,Im speechless wtf thats so beautifulllllll!! 😍🎄,view comment
Nimco Ahmed,25/12/20 09:43:08,12,no,no,that artist is so unbelievably talented but i'd feel weird just having a picture of myself hanging up😭 it would've been even better if it was a family portrait..,view comment
Nishika Bastola,25/12/20 09:43:23,0,no,no,I always wish your video was 2 or 3 hours longer 🤧❤,view comment
Humaira Arshad,25/12/20 09:43:28,1,no,no,11 hour ago.,view comment
Tristin Jaime,25/12/20 09:43:41,0,no,no,i am literally speechless !!!!!!!!!!! SO DAMN BEAUTIFUL,view comment
The Real Azmi,25/12/20 09:44:10,1,no,no,"As soon as i got to know, what the gift is, i just liked up the video... Oh my my, tbh, i just felt almost same as Austin and everyone, lmao!! But man, it was actually crazyy!! So so so Reallll!!!😍💯💯❤️ 
""CATHERINE is now THE MASTERPIECE""❤️✨",view comment
Nachaly Esther,25/12/20 09:44:27,0,no,no,Idk why this video made me cry 🥺😭😭,view comment
TikTok Diamonds,25/12/20 09:45:31,0,no,no,Subscribe 🎉🎁🤑🤑👏😀🥰🎉 ❤️ ❤️ 💗  💕 💕 💗,view comment
Dima Hasan,25/12/20 09:45:39,0,no,no,Love you Ace family ❤❤❤❤,view comment
Gurcay Canel,25/12/20 09:46:24,0,no,no,Austin u totally killed it 👌 🤗 Catherine is one lucky lady x,view comment
Brendan Stagoll,25/12/20 09:46:49,0,no,no,"S - Steel
E - Elle
A - Alaia
The sea siblings",view comment
Queen-Laylay,25/12/20 09:47:04,42,no,no,Damn for once in like 2 yrs their was no car 🚗 but oof dat was bare stunning like Austin you rlly pulled through for ur Bebe dis time wow 🤩,view comment
Clara Denson,25/12/20 09:47:05,0,no,no,Hello the Ace family iam asking can y'all help me out a little iam 62 years old and on a fix income i know a lot people have ask y'all for and i know y'all can't help everyone but i loss my husband last year i don't like to ask i just need what ever you do for me my cash app are 2913cd i no y'all mae not read this nut i really need help and may God bless y'all and thank yall be bless,view comment
JS,25/12/20 09:59:49,0,no,no,"What’s your cash app. I’m gonna send you $1,500 right now.",view comment
A E S T H E T I C,25/12/20 09:47:32,0,no,no,I love you Ace Family ❤️,view comment
Avarnah Dodgen22,25/12/20 09:47:45,0,no,no,"Merry Christmas to the ace family, have a blessed one🎄",view comment
Shadow,25/12/20 09:48:17,7,no,no,I love how probably half the people here don’t know about all the terrible things they have done....,view comment
crazy fam,25/12/20 09:48:30,0,no,no,U,view comment
sude özaydın,25/12/20 09:48:31,3840,no,no,"austin: jumped out of a plane just to give a ring to his wife, bought so many cars...
also austin: u know guys i am bad at gifts",view comment
sude özaydın,###############################################################################################################################################################################################################################################################,0,no,no,@Avanthika Magnesh no he actually said that when he was in the car,view comment
Avanthika Magnesh,11/01/21 05:14:10,0,no,no,After seeing this im not such a bad gift giver....(that's wat she said) lol,view comment
Valerie Cordero,27/12/20 06:35:17,0,no,no,"Also Austin: cheats, makes girls sign NDA’s , and other stuff",view comment
Carlos Garcia,26/12/20 23:09:53,0,no,no,He is not u are,view comment
The JAY-K Family,26/12/20 20:13:57,0,no,no,🤣💯❤️👌🏽,view comment
Mohammed Riad,25/12/20 09:48:32,0,no,no,Wow what a masterpiece!🤩👀👀🔥🔥💯💯,view comment
Ashley Ortiz,25/12/20 09:49:19,0,no,no,This girl got a deep facial done and still looks just as beautiful wow ! And the art work I can’t I’m still so speechless wow,view comment
noriesays,25/12/20 09:49:33,23,no,no,"alaia is the most adorable baby ever. how she smiled, giggled & shouted ‘mommy!’ 😭😍",view comment
Dayana Batrisyia,25/12/20 09:50:52,0,no,no,That jacket😭😭,view comment
A S,25/12/20 09:51:09,117,no,no,"out of all the gifts they’d ever got each other, this one has got to be my absolute fav!",view comment
Spiritual Divine,25/12/20 09:51:26,0,no,no,I love it!! Is the lipstick smear supposed to be there? (Like did that happen in the actual photoshoot)?,view comment
D The Great,25/12/20 09:51:41,0,no,no,"Really beautiful!!!! So fun, brought her inner beauty out , the artwork explained it all , fun but very classy and cute ! Good job Austin !!!! Merry Christmas to you and yours !!!! 🥰",view comment
igot army,25/12/20 09:52:41,0,no,no,omg alaïa is so cute🤧,view comment
Priscilla Anderson,25/12/20 09:53:56,0,no,no,Best 🎄 gift ever i wish my husband would love me the way austin truthly loves catherine. And his kids,view comment
LaShonda Capri,25/12/20 09:54:12,6,no,no,I cried watching this. I know if my husband could he would that’s the sad part for me!,view comment
Legendary Vee,25/12/20 09:54:12,0,no,no,I love the intro omg,view comment
Elena Vujovic,25/12/20 09:54:42,0,no,no,This intro is the best thing i ever saw🤤🤯🤯🤯🔥🔥🔥🥰🥰🥰,view comment
Susan Sheppard,25/12/20 09:55:11,0,no,no,So cute🥺🧡💚❤ there reaction tho🥺😊,view comment
Chickee Xandar,25/12/20 09:55:34,0,no,no,omg... the detail of that artist. Love it.!,view comment
Dina,25/12/20 09:56:44,0,no,no,I loved all their reactions 💙,view comment
Blessing Ibuide volg,25/12/20 09:56:56,2,no,no,Merry Christmas to the ace family,view comment
Maribell Sanchez,25/12/20 09:58:16,6,no,no,Hi Austin your a good dad and a good husband too catherine yup,view comment
JS,25/12/20 09:58:31,5,no,no,Merry Christmas! A giant painting of you! Lol these people are so self absorbed and narcissistic.,view comment
Yadira Arnold,25/12/20 09:58:50,3,no,no,accept Jesus into ur heart before it’s to late,view comment
Legendary Vee,25/12/20 09:59:09,1,no,no,I love this so much 💕💕💕🥺,view comment
Rajib Nag,25/12/20 09:59:11,0,no,no,Fucking doopp🥰🥰🥰🥰,view comment
Roxy jan,25/12/20 09:59:19,0,no,no,Alaia’s reaction so adorable !!!! ❤️❤️❤️,view comment
YJA happy land Lopez,25/12/20 10:00:38,0,no,no,If you gise beak up how is going to cep the homes,view comment
May Pellot,25/12/20 10:00:40,0,no,no,"Merry Christmas family,what an awesome priceless gift beautiful",view comment
Maribell Sanchez,25/12/20 10:01:01,257,no,no,How cute the girls are so cute they so surprised too see there moms picture on the wall,view comment
Bileisy 13,26/12/20 03:31:28,2,no,no,hey! you spoiled it for me! just joking my nosy butt wanted to know what the gift was 😂😩,view comment
Eline Charmaine Vaassen,25/12/20 10:01:57,0,no,no,That’s an absolutely stunning piece of art,view comment
Brynnie Baby,25/12/20 10:02:07,17,no,no,Elle said “I’m leaving” 😂😌😍😍 this looks amazing Austin!!,view comment
unknown,25/12/20 10:03:41,3,no,no,"I hate long talk utube videos but i loved this channel...... 
Who else??",view comment
Anežka Hertlová,25/12/20 10:04:12,1,no,no,It's So So beautiful !!!! And Catherine you're So So beautiful to ❤️❤️❤️❤️❤️❤️,view comment
Deepthi E.J.,25/12/20 10:04:51,0,no,no,Somethng best someone could ever get....just BEAUTIFUL,view comment
saumya Rawat,25/12/20 10:06:32,0,no,no,I like the way Catherine give respect to her in law mother 😌😌🥰🥰,view comment
FIda Mami,25/12/20 10:06:54,77,no,no,lai’ lai’s reaction was soo pure.. thats so melting🥺,view comment
destined2 Shine,25/12/20 10:09:20,1,no,no,I don’t think I’ve ever seen him with his wedding ring on I could imagine how unique it looks,view comment
Raina McCracken,25/12/20 10:11:56,0,no,no,Absolutely breathtaking 😍❤♥,view comment
Nikki Lamb,25/12/20 10:12:11,0,no,no,That is truly 1 Beautiful Dope azz piece of Art!!! Exceptional Job Austin! Catherine U r Stunning! I Love Y’all ACE Family!!! N I love how Lai Lai was so Happy to see it n smiling n kept sayin “Mommy” n both Girls were just Amazed n couldn’t stop lookin at it! Merry Christmas ACE Family!!!,view comment
Techy and Gaming Dude,25/12/20 10:12:15,1,no,no,❤,view comment
aparna deorukhkar,25/12/20 10:12:58,0,no,no,OMG... amazing...speechless ❤️❤️❤️❤️❤️,view comment
wenn tv,25/12/20 10:14:16,0,no,no,Nice viewing and merry christmas,view comment
Pkmarie13,25/12/20 10:14:25,0,no,no,"I got emotional. & cried happy tears. Been with you all since the beginning. This is so needed right now. You guys deserve everything. I will ever get this one day. But, wow this was beautiful.",view comment
SADIA SAEED,25/12/20 10:14:41,0,no,no,14:35 elle leaving the house guys😤😂,view comment
Cori Stewart,25/12/20 10:15:58,0,no,no,that is the prettiest painting I’ve ever seen literally!,view comment
Prince Babu,25/12/20 10:16:07,0,no,no,I love your videos ❤️❤️❤️♥️❤️😍,view comment
Otisha Thomas,25/12/20 10:19:00,0,no,no,✨Amazing ✨🎄,view comment
Billboard Albania,25/12/20 10:20:10,0,no,no,Finally something that is not a car.,view comment
TheSoulbabe,25/12/20 10:20:41,0,no,no,Austin...you've outdone yourself again... you guys are so amazing ..greetings from the Netherlands....love each and everyone  of you.....May God keep on blessing you and your  family.,view comment
aliaa saad,25/12/20 10:20:45,0,no,no,"The best gift I’ve ever seen, god bless you guys❤️❤️❤️",view comment
Reef SA,25/12/20 10:21:03,0,no,no,"WOW , WOW , WOOOOOOOOOOOWWW ;"""""""""")))))) <33333333",view comment
Kshitijaa Hebbar,25/12/20 10:21:10,0,no,no,So freaking beautiful!!! 🔥❤,view comment
Maria Avina,25/12/20 10:21:12,0,no,no,Wow that is the most beautiful picture I ever seen .. Catherine is the luckiest women in the world ... Austin your the best Husband ever❤️❤️❤️❤️❤️♠️♠️♠️♠️♠️,view comment
Rele Pati,25/12/20 10:24:19,0,no,no,14:35- the second Catherine and Steel turned their heads at the exact same time. Also Merry Christmas!!!😇,view comment
Jacinta Fernandes,25/12/20 10:24:22,108,no,no,The most beautiful gift anyone could ever give and everybody's reaction after seeing it was mesmerizing but alaïa reaction made wanna cry when she said mommy looking at the picture awwwwww🥺🥺🥺🥺🥺🥺❤❤❤❤❤❤❤😭😭😭😭😭,view comment
The JAY-K Family,26/12/20 20:33:15,1,no,no,🥰❤️👌🏽,view comment
Apisos_anar_ sangtam,25/12/20 10:24:24,0,no,no,"You guys😭
Literary so obsessed with Ace_family💜💜💜💜💜💜💜💜",view comment
Kayden Edwards,25/12/20 10:26:28,0,no,no,Austin you should do one and put it by hers,view comment
Brandyyy,25/12/20 10:27:21,0,no,no,Suh a beautiful blessed family!,view comment
Hiwot Birhanu,25/12/20 10:28:47,0,no,no,Amazing gift for the Amazing mom wife and sister❤.. Amazing Art👏,view comment
King ana,25/12/20 10:29:39,0,no,no,That was beaaautifulllllll 💕,view comment
Maria Tapia,25/12/20 10:29:44,0,no,no,WOW just WOW 👏🏼🔥,view comment
sumaira Ashar,25/12/20 10:30:27,0,no,no,Wow,view comment
ramiz sobratty,25/12/20 10:31:34,0,no,no,I just want a fucking playstation 5😭😭😭,view comment
Neisha Joseph,25/12/20 10:32:08,0,no,no,Wow great job 😍😍😍😍🥰,view comment
Samina,25/12/20 10:32:21,69,no,no,And after all this people still have the guts to say that Austin doesn’t respect catherine. They are just made for each other ❤️❤️❤️,view comment
Amy Campbell,27/12/20 10:13:09,1,no,no,1000% true,view comment
T'Andra Banner,26/12/20 08:45:21,1,no,no,FAX hunny. Peroidt!,view comment
Dinie Mohd Rosli,26/12/20 07:57:13,2,no,no,LITERALLY even catherine's grandma (rip) said austin was made for her,view comment
Elinor Matitiaev,26/12/20 07:36:37,2,no,no,Facts luv facts 🥰,view comment
Khalda Osman,25/12/20 12:01:32,0,no,no,Austin are you praying???????,view comment
Amit Kumar,25/12/20 12:01:50,0,no,no,Am I the only one who understands the honeycomb ?,view comment
akubuedubem,25/12/20 12:02:01,31,no,no,hey ace family whats going on everybody,view comment
Fatima zahra Bendriss,25/12/20 12:02:48,0,no,no,"Austin, i really think you should surprise your mama too! With something meaningful as this ! She would be very happy",view comment
Azhar Arnold,25/12/20 12:03:42,1,no,no,You should get a pet,view comment
sweetrxses,25/12/20 12:05:46,27,no,no,"It fits perfectly in their house, literally. For some houses, that wouldn’t fit but u found the perfect spot. Well done Austin❤️❤️❤️",view comment
Chaimaa chamcham,25/12/20 12:05:49,0,no,no,"Wowww wowwww you did such a great job  Austin that is sooo beautiful  I did not expect that  it looks like it's real not painting I means it's a piece of art 😍😘😍😘😍👍👌😍😘 Catherine is soo pretty  in all her condition 
From Morocco 🇲🇦😍🇲🇦😍",view comment
Dylan Jayson,25/12/20 12:07:49,0,no,no,"U got her kids as well 
Joking 🤣🤣",view comment
Chantal Lerick,25/12/20 12:08:19,0,no,no,WOW MILLION DOLLAR PICTURE I LOVE IT WOW 💝💝💝🔥🔥🔥✌✌✌🇱🇨🇱🇨🇱🇨,view comment
K mehta,25/12/20 12:09:08,0,no,no,Amazing wow,view comment
Sara Curri,25/12/20 12:10:08,0,no,no,"Omg this is absolutely amazing and so beautiful!! I am speechless... So so beautiful! And how are some people so talented! 
Great idea Austin! This is absolutely beautiful",view comment
Veronica M,25/12/20 12:10:44,0,no,no,"SO FREAKING BEAUTIFUL 😍🤩🥰 definitely left everyone speechless 😲😍🤩🥰
✨MERRY CHRISTMAS ACE FAMILY 💕🎄",view comment
Eri V,25/12/20 12:10:46,94,no,no,He really captures Catherine’s eyes 😍 What a gift 😍,view comment
Mia Spunt,26/12/20 13:58:18,1,no,no,IKR 🤩🥰,view comment
Ana Maldonado,25/12/20 12:12:19,0,no,no,Who else it’s only here from the tik toker @mr_tov and EVERYONEEE LIKE literally EVERYONE saying it was him who got this women pregnant,view comment
FearXscape,25/12/20 12:12:42,1,no,no,"⚘⚘⚠️⚠️⚠️⚠️❤⚠️⚠️⚠️⚠️⚘⚘
*SHOULD DO a ""React"" Vid of her seeing Austin's plan, Elle & Alaia's Reaction when she saw this Video. Like if agree. Merry Christmas!*",view comment
Momina Sadiq,25/12/20 12:14:32,0,no,no,Omgggg I love this,view comment
Raquel P,25/12/20 12:14:45,0,no,no,Been a Supporter since day one Merry Christmas ..My Son Dad Passed Away in A Car Wreak It been Really hard on us Right now anything will help $RaquelStar20,view comment
Momina Sadiq,25/12/20 12:14:49,0,no,no,AUSTIN IS TRULY A LEGEND,view comment
Momina Sadiq,25/12/20 12:15:06,0,no,no,😭😭😭😭😭❤️,view comment
Life of OB,25/12/20 12:15:19,2,no,no,"It was the kids reaction to Catherine's painted pic for me. So precious, cute and divine 😍😍😍",view comment
Ayesha _,25/12/20 12:15:43,45,no,no,"Austin: Im Shakingggg
Also Austin: (wiggles his fingers)",view comment
Alejandra María Mora,25/12/20 12:16:36,0,no,no,*This is amazing.*,view comment
Manahil Arain,25/12/20 12:17:03,0,no,no,What happened to her skin?,view comment
SAKSHI'S MUSIC WORLD,25/12/20 12:18:27,0,no,no,🥰🥰🥰,view comment
M K,25/12/20 12:20:53,0,no,no,These fxckers better not be apart of that pizza gate BS. Catherine posted “cheese only please.” on her IG story the other day. Random and never explained what that meant.,view comment
The Manneh Family,25/12/20 12:21:15,0,no,no,Merry Christmas! Love you :),view comment
Simply Sha,25/12/20 12:21:34,0,no,no,That was a great gift!!!,view comment
tasneem howell,25/12/20 12:24:19,0,no,no,😍😍😍😍😍😍😍❤️❤️❤️❤️❤️❤️,view comment
Devany Partida,25/12/20 12:25:23,0,no,no,But I also wanted to she your reaction Austin but the painting is amazing,view comment
Kayla Brioni,25/12/20 12:27:47,0,no,no,That’s amazing ... wow,view comment
Shaneilia Thompson,25/12/20 12:28:08,0,no,no,I literally watch off the entire video and go in Instagram and look back at the same picture  it is so beautiful💗💗💗💗💕,view comment
Mitchie Bigcas,25/12/20 12:28:18,0,no,no,That's so beautiful😘😍that is real art😘😍❣️,view comment
Avantika Soekhnandan,25/12/20 12:29:36,0,no,no,"Wow i love it wish to also have this
Paint🥰🥂",view comment
Melinda Artero,25/12/20 12:31:19,5,no,no,"Omg thts is so astonishing ! Mike has got more than a gift he is beyond talented, wow ! Thts so beautiful ! It would be cool if the whole family got some, maybe a bit smaller or sane size and put them on the sides !! 💞💞",view comment
creativelady,25/12/20 12:31:37,1,no,no,Yesss Austin. I am an OG to this Channel and I have seen Austin get her many awesome gifts but I have never seen her react like this. Good job Austin!!,view comment
Akasha Ch,25/12/20 12:31:56,0,no,no,been a yea since watching them still don't know why austin point up for subscribe button,view comment
#noura?,25/12/20 12:32:16,0,no,no,OMG it’s soo cute please 🥺🥺!,view comment
DOSHIE K,25/12/20 12:32:25,0,no,no,Did you all see the mistake she made with her mask. Turned it around and put it on her lips.,view comment
Leanne Xo,25/12/20 12:33:14,18,no,no,You could use that for your new skin brand comein out the face of the product its beautiful and so real lookin that man done his thing on it 🍀💚,view comment
Emily Marie,25/12/20 12:33:24,0,no,no,Catherine is so beautiful!! 😍,view comment
Am Veera,25/12/20 12:33:25,0,no,no,What's the name of the painter on ig,view comment
Gulseren Alkan,25/12/20 12:33:28,0,no,no,Who is the person that made it? Does anyone know?,view comment
Sabiah Hussain,25/12/20 12:33:40,0,no,no,That is so sweet 💖  of u Austin 🥰🥰🥰,view comment
Malkia Zee,25/12/20 12:34:03,0,no,no,What kind of sorcery is that !!! 😳😳😍😍😍❤️❤️❤️ I love it,view comment
ewina x,25/12/20 12:38:09,0,no,no,Your intro hits diff 😍,view comment
ashley morris,25/12/20 12:41:02,0,no,no,That pic looks soooo good i love it,view comment
its agie,25/12/20 12:43:05,0,no,no,Alia was more excited she  she kept on saying mummy,view comment
SlaywithLay,25/12/20 12:44:50,0,no,no,Woah!!! Beautiful! He is soo beyond talented and it tops it off that he looks like freakin Jason Mamoa lol,view comment
ashley morris,25/12/20 12:45:39,0,no,no,The pic is gorgeous,view comment
Ziyahs World,25/12/20 12:47:50,1,no,no,Merry Christmas 🎄🎄🎄,view comment
Mohammad Abdulrehman,25/12/20 12:51:33,0,no,no,That wat am talking about its AWESOME...👉🔥🔥🔥🔥🔥🔥🔥🔥👌,view comment
Dwarka_BTS,25/12/20 12:52:02,304,no,no,Who else saw Austin throwing the mask away?😅,view comment
Hassan Omer,26/12/20 14:07:24,0,no,no,ME,view comment
Maria Arreola,26/12/20 06:24:05,4,no,no,"@Who Caresss yeah, and then Catherine put the mask on her lips when she took it off....",view comment
Me Bl,26/12/20 04:20:57,1,no,no,Hi guys,view comment
Who Caresss,26/12/20 03:44:08,4,no,no,Most of the time masks are the holders of germs and in this case the virus your supposed to throw it away every 1-2 times you wear it so it’s nothing bad I’m not saying you meant it as a bad thing but yah,view comment
Tamika Whittaker,26/12/20 02:44:34,0,no,no,Me,view comment
Jana Riza,25/12/20 12:52:18,0,no,no,This is ✨beautiful✨,view comment
Brilynn Alexander,25/12/20 12:54:34,0,no,no,You did well Austin.,view comment
CHALZY Vlog,25/12/20 12:54:49,0,no,no,Super beautiful,view comment
RevvKev,25/12/20 12:56:03,0,no,no,Can I get one of those 😂,view comment
Aira Amosin,25/12/20 12:56:19,0,no,no,Its so good!! I’m like “Wow.” 🥺🥺😍 It’s so beautiful omg.,view comment
Leslie Givens,25/12/20 12:57:58,1,no,no,Catherine stopped breathing when she saw the painting 🤭🤭🤭🤭,view comment
Megan Johnson,25/12/20 12:59:04,0,no,no,I’m only at the honey part but Catherine is absolutely stunning It gives me palpitations lol,view comment
Merle mt,25/12/20 13:00:07,2,no,no,Merry Christmas ya'll 🎄🎅❤️❤️,view comment
shehnaaz khan,25/12/20 13:00:13,0,no,no,You Are So Amazing & The Entire Family is so supportive and loving. God Bless You All Amen,view comment
Random Stuff,25/12/20 13:01:29,0,no,no,Alaïas reaction to the painting was so pure and cute omg🥺😍 she loves her mommy so much omg🥺❤️,view comment
Kholoud Badr,25/12/20 13:04:51,0,no,no,Woow 😳,view comment
Robin Crawley,25/12/20 13:06:47,0,no,no,"I LOVE YOUR RESPONSE CATHERINE, The Surprise, Shock, The OMG Look on your Beautiful Precious Sweet Face was Classic!!! Catherine, You Are Sooooo Beautiful, Your Very Very Lovely Painting Captured The Very Essence Of You OMG, That Is Most Beautiful, Oh My Goodness, Ever  💯% Lovely, Simply Breathtaking!!! WOOOW!!! It leaves you Speechless it’s so Beautiful!!! Everyone is left in Awe of your Natural Beauty that came Shining Through in More than just any Painting, It’s a Masterpiece!!! Mama, that’s You, look at how Beautiful You are,  Your Gorgeous Naturally Beautiful! Austin, You Outdid Yourself, Catherine Loves It, The Children Love It, Both Mamas Love It, We All Love It And Had The Same Response 😯🤭😀, Catherine’s Most Perfect Classic Response Made Me Cry, I was So Happy for her! The Surprise and Love the Babies had and Feel For Mama Catherine Is So Dear To The Heart! Great Job Papa!!! I have an idea for You and Your Wife and Babies get that same wonderful Painter of all Painters to make a Beautiful Painting of Each of you, and a Family Portrait  and Obe Of Each of Your Gorgeous Mother’s, One big Family picture of Both Families put together eve! I think you started something!😊Merry Christmas Everybody! God Bless You All!😃           😀😇HAPPY BIRTHDAY JESUS!!!!!😇",view comment
Aishi Nath,25/12/20 13:06:58,0,no,no,Merry Christmas ACE family ☃️🎄🎉,view comment
Shakila Wahed,25/12/20 13:09:10,1,no,no,👍👍👍👍🏿👍🏿👍🏿👌👌👌🥀🥀💐🌺🌷,view comment
shibi baby,25/12/20 13:09:48,0,no,no,Iam watching u guys since 2016...u r  family always make  me happy...,view comment
Linda Tessine,25/12/20 13:11:36,12,no,no,I LOVE THEIR INTRO,view comment
